Index_ID,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
876,2021-01-23,Werewolf,67.0,mountain,vandalism,,night,bones,Werewolf,No,53.0,F,198.0,68.0,7.0,silver,humans
877,2022-07-25,Zombie,93.0,mountain,assault,knife,night,blood,Zombie,No,1.0,F,185.0,16.0,1.0,cat hair,rats
878,2021-01-21,Ghost,68.0,castle,vandalism,pistol,dusk,potions,Ghost,No,1362.0,M,166.0,13.0,5.0,pumpkin,pesto pasta
879,2021-05-10,Werewolf,63.0,forest,assault,brute force,night,fur,Werewolf,No,91.0,F,150.0,65.0,6.0,cat hair,rats
880,2022-04-09,Ghost,33.0,castle,vandalism,,night,potions,Ghost,No,1692.0,M,172.0,87.0,9.0,pumpkin,humans
881,2022-07-20,Zombie,52.0,forest,kidnapping,axe,dusk,teeth,Zombie,No,61.0,F,150.0,7.0,5.0,cat hair,humans
882,2019-12-28,Witch,72.0,Swamp,arson,,dusk,blood,Witch,Yes,470.0,M,175.0,17.0,3.0,hazelnut,Brain
883,2022-01-03,Witch,6.0,forest,kidnapping,,night,cloak,Witch,Yes,428.0,M,156.0,21.0,4.0,hazelnut,lasagna
884,2021-09-17,Witch,2.0,swamp,kidnapping,,day,bones,Witch,Yes,246.0,F,185.0,27.0,3.0,pumpkin,rats
885,2023-07-30,Witch,64.0,village,kidnapping,axe,night,bones,Witch,No,149.0,M,179.0,16.0,8.0,pumpkin,lasagna
886,2023-08-20,Vampire,96.0,mountain,assault,knife,night,blood,Vampire,Yes,454.0,M,152.0,49.0,5.0,garlic,brain
887,2024-04-20,Witch,19.0,village,theft,brute force,night,bones,Witch,Yes,394.0,M,173.0,29.0,4.0,hazelnut,pesto pasta
888,2022-02-04,Zombie,44.0,village,kidnapping,,dawn,blood,Zombie,Yes,1.0,M,169.0,20.0,1.0,pumpkin,rats
889,2023-11-21,Skeleton,8.0,castle,assault,,day,bones,Skeleton,No,2085.0,M,156.0,12.0,5.0,silver,brain
890,2020-10-02,Skeleton,79.0,mountain,nightly disturbance,knife,night,bones,Skeleton,No,790.0,F,172.0,39.0,2.0,silver,rats
891,2024-07-16,Vampire,25.0,castle,nightly disturbance,pistol,night,cloak,Vampire,No,678.0,M,151.0,39.0,4.0,sunlight,pesto pasta
892,2022-06-13,Witch,82.0,village,ARSON,axe,night,potions,Witch,Yes,483.0,M,178.0,11.0,5.0,pumpkin,pesto pasta
893,2020-07-17,Witch,1.0,swamp,kidnapping,,day,potions,Witch,No,381.0,F,188.0,21.0,5.0,hazelnut,brain
894,2023-04-26,Witch,87.0,swamp,kidnapping,knife,day,fur,Witch,Yes,463.0,F,182.0,15.0,9.0,pumpkin,lasagna
895,2022-10-27,Ghost,92.0,village,vandalism,knife,dusk,potions,Ghost,Yes,1693.0,F,161.0,36.0,8.0,garlic,lasagna
896,2019-12-24,Werewolf,71.0,forest,assault,,night,blood,Werewolf,No,112.0,F,151.0,39.0,4.0,hazelnut,humans
897,2022-01-13,Ghost,8.0,castle,nightly disturbance,knife,night,potions,Ghost,No,2970.0,M,190.0,47.0,8.0,hazelnut,rats
898,2023-02-23,Werewolf,15.0,swamp,nightly disturbance,axe,night,fur,Werewolf,No,75.0,M,190.0,72.0,3.0,silver,lasagna
899,2022-12-28,Witch,5.0,forest,kidnapping,,day,teeth,Witch,Yes,516.0,F,170.0,17.0,8.0,garlic,rats
900,2023-07-18,Witch,90.0,swamp,arson,knife,dawn,teeth,Witch,Yes,472.0,M,184.0,18.0,1.0,hazelnut,humans
901,2019-12-24,Ghost,6.0,castle,nightly disturbance,,night,cloak,Ghost,Yes,1136.0,M,177.0,55.0,10.0,sunlight,lasagna
902,2020-04-18,Ghost,72.0,castle,nightly disturbance,,night,cloak,Ghost,No,1584.0,F,192.0,51.0,9.0,pumpkin,brain
903,2023-06-07,Werewolf,64.0,mountain,assault,,night,blood,Werewolf,Yes,141.0,F,196.0,77.0,7.0,silver,humans
904,2022-03-25,Skeleton,65.0,mountain,arson,,day,cloak,Skeleton,Yes,2185.0,F,199.0,59.0,3.0,silver,brain
905,2020-08-02,Werewolf,69.0,forest,assault,axe,night,fur,Werewolf,No,74.0,F,188.0,60.0,6.0,silver,rats
906,2024-09-08,Ghost,36.0,village,nightly disturbance,pistol,night,cloak,Ghost,No,1676.0,M,167.0,24.0,7.0,sunlight,humans
907,2022-06-01,Zombie,61.0,swamp,vandalism,,dusk,bones,Zombie,Yes,151.0,F,194.0,16.0,5.0,pumpkin,pesto pasta
908,2020-11-05,Ghost,38.0,castle,vandalism,,night,cloak,Ghost,Yes,1384.0,F,186.0,20.0,2.0,pumpkin,brain
909,2020-02-09,Zombie,24.0,village,kidnapping,axe,dusk,potions,Zombie,Yes,2.0,M,170.0,18.0,5.0,silver,brain
910,2021-04-14,Vampire,47.0,village,assault,axe,night,blood,Vampire,No,444.0,F,189.0,39.0,7.0,silver,humans
911,2021-12-14,Ghost,76.0,village,vandalism,knife,night,cloak,Ghost,No,936.0,M,172.0,32.0,1.0,silver,humans
912,2021-08-30,Vampire,92.0,castle,assault,pistol,dusk,blood,Vampire,No,410.0,F,186.0,36.0,4.0,sunlight,humans
913,2021-01-05,Skeleton,22.0,castle,Arson,brute force,dusk,bones,Skeleton,No,1867.0,M,199.0,22.0,7.0,silver,pesto pasta
914,2022-05-18,Werewolf,62.0,mountain,assault,knife,dusk,fur,Werewolf,Yes,78.0,M,178.0,59.0,6.0,silver,rats
915,2021-08-29,Zombie,26.0,swamp,kidnapping,knife,day,potions,Zombie,No,43.0,M,168.0,19.0,9.0,pumpkin,lasagna
916,2021-09-20,Werewolf,59.0,forest,assault,axe,night,fur,Werewolf,No,85.0,F,180.0,100.0,4.0,silver,pesto pasta
917,2024-02-04,Vampire,41.0,castle,assault,brute force,Night,blood,Vampire,Yes,600.0,F,188.0,59.0,9.0,silver,brain
918,2024-10-04,Zombie,16.0,village,kidnapping,knife,night,teeth,Zombie,No,73.0,F,184.0,14.0,1.0,cat hair,brain
919,2021-12-14,Werewolf,56.0,mountain,assault,brute force,night,fur,Werewolf,Yes,134.0,M,183.0,57.0,7.0,silver,brain
920,2021-05-21,Ghost,43.0,castle,vandalism,axe,dusk,cloak,Ghost,No,3056.0,F,197.0,56.0,4.0,sunlight,humans
921,2024-01-17,Witch,94.0,village,arson,,day,teeth,Witch,Yes,219.0,F,187.0,27.0,1.0,hazelnut,rats
922,2024-06-28,Vampire,30.0,castle,theft,pistol,night,blood,Vampire,Yes,465.0,F,188.0,32.0,6.0,garlic,lasagna
923,2022-03-11,Werewolf,85.0,forest,assault,knife,night,blood,Werewolf,No,40.0,F,182.0,20.0,8.0,cat hair,humans
924,2021-03-29,Vampire,95.0,castle,assault,pistol,night,cloak,Vampire,Yes,586.0,F,193.0,49.0,6.0,garlic,brain
925,2024-07-04,Vampire,69.0,castle,assault,pistol,dawn,teeth,Vampire,No,260.0,F,159.0,44.0,8.0,silver,pesto pasta
926,2020-04-14,Zombie,45.0,swamp,kidnapping,knife,night,teeth,Zombie,Yes,37.0,F,164.0,12.0,5.0,sunlight,Pesto pasta
927,2022-06-19,Zombie,6.0,swamp,kidnapping,axe,dusk,teeth,Zombie,No,111.0,M,186.0,14.0,4.0,silver,brain
928,2019-12-08,Witch,95.0,mountain,arson,pistol,night,bones,Witch,No,641.0,M,158.0,24.0,4.0,hazelnut,humans
929,2024-01-11,Ghost,26.0,castle,vandalism,pistol,night,potions,Ghost,Yes,2470.0,M,160.0,18.0,6.0,pumpkin,brain
930,2022-11-07,Vampire,83.0,castle,nightly disturbance,pistol,night,cloak,Vampire,No,672.0,M,172.0,43.0,7.0,garlic,pesto pasta
931,2020-02-13,Werewolf,52.0,forest,kidnapping,pistol,night,fur,Werewolf,No,154.0,M,154.0,83.0,7.0,silver,brain
932,2021-10-15,Skeleton,59.0,mountain,nightly disturbance,,night,bones,Skeleton,Yes,382.0,F,181.0,28.0,1.0,silver,rats
933,2021-01-31,Vampire,19.0,castle,nightly disturbance,pistol,night,cloak,Vampire,Yes,446.0,M,186.0,39.0,8.0,garlic,pesto pasta
934,2023-06-22,Vampire,3.0,castle,nightly disturbance,,night,cloak,Vampire,No,714.0,f,157.0,36.0,9.0,sunlight,pesto pasta
935,2020-03-18,Witch,31.0,swamp,arson,knife,day,cloak,Witch,No,494.0,F,167.0,21.0,1.0,hazelnut,brain
936,2024-03-16,Ghost,48.0,castle,nightly disturbance,brute force,night,potions,Ghost,No,1.0,M,182.0,49.0,6.0,cat hair,humans
937,2023-06-25,Skeleton,4.0,castle,arson,knife,day,BONES,Skeleton,No,1.0,M,189.0,1.0,9.0,silver,lasagna
938,2020-01-20,Zombie,22.0,swamp,kidnapping,knife,night,fur,Zombie,No,123.0,M,192.0,16.0,5.0,sunlight,rats
939,2024-01-21,Zombie,40.0,forest,kidnapping,knife,dusk,fur,Zombie,Yes,103.0,M,170.0,13.0,4.0,silver,lasagna
940,2020-01-01,Werewolf,20.0,forest,assault,,dusk,fur,Werewolf,Yes,143.0,M,185.0,96.0,6.0,silver,rats
941,2021-03-19,Skeleton,83.0,mountain,nightly disturbance,brute force,night,bones,Skeleton,Yes,2482.0,M,192.0,17.0,5.0,garlic,brain
942,2020-12-11,Zombie,94.0,mountain,kidnapping,pistol,night,potions,Zombie,Yes,55.0,M,178.0,13.0,9.0,sunlight,lasagna
943,2024-07-13,Werewolf,42.0,village,kidnapping,knife,dusk,blood,Werewolf,No,175.0,M,157.0,59.0,1.0,sunlight,humans
944,2019-12-10,Ghost,64.0,village,nightly disturbance,pistol,night,potions,Ghost,Yes,930.0,M,181.0,56.0,6.0,pumpkin,brain
945,2023-04-24,Werewolf,52.0,mountain,assault,axe,night,blood,Werewolf,Yes,71.0,F,184.0,53.0,4.0,hazelnut,brain
946,2020-09-06,Zombie,67.0,forest,assault,axe,day,potions,Zombie,Yes,151.0,M,181.0,15.0,10.0,cat hair,pesto pasta
947,2021-03-01,Witch,43.0,village,arson,knife,dawn,potions,Witch,Yes,100.0,F,191.0,16.0,5.0,pumpkin,pesto pasta
948,2020-07-14,Witch,4.0,village,arson,knife,dusk,Cloak,Witch,Yes,426.0,M,161.0,15.0,2.0,hazelnut,brain
949,2022-06-25,Witch,61.0,village,arson,,night,bones,Witch,Yes,550.0,F,155.0,16.0,1.0,hazelnut,pesto pasta
950,2023-08-01,Zombie,27.0,swamp,kidnapping,,night,bones,Zombie,No,90.0,M,193.0,18.0,3.0,silver,humans
951,2020-06-20,Witch,73.0,forest,kidnapping,knife,night,bones,Witch,No,671.0,F,169.0,22.0,5.0,hazelnut,pesto pasta
952,2022-12-28,Skeleton,75.0,mountain,nightly disturbance,brute force,night,bones,Skeleton,No,1592.0,M,159.0,11.0,5.0,silver,lasagna
953,2021-01-18,Ghost,91.0,castle,theft,brute force,night,cloak,Ghost,Yes,2170.0,F,195.0,70.0,3.0,sunlight,humans
954,2022-06-08,Werewolf,81.0,forest,kidnapping,brute force,dusk,fur,Werewolf,No,56.0,F,178.0,67.0,6.0,silver,rats
955,2023-10-01,Werewolf,25.0,forest,Assault,,night,fur,Werewolf,No,57.0,F,154.0,71.0,2.0,silver,lasagna
956,2021-04-06,Zombie,50.0,swamp,murder,axe,dawn,bones,Zombie,No,166.0,F,159.0,15.0,4.0,garlic,humans
957,2024-02-16,Witch,32.0,village,arson,brute force,night,potions,Witch,Yes,323.0,F,190.0,13.0,4.0,hazelnut,brain
958,2021-11-23,Witch,85.0,village,arson,knife,day,bones,Witch,Yes,417.0,F,192.0,23.0,5.0,hazelnut,pesto pasta
959,2020-10-07,Vampire,33.0,mountain,assault,knife,night,cloak,Vampire,Yes,677.0,M,166.0,57.0,3.0,silver,lasagna
960,2023-03-23,Ghost,70.0,castle,vandalism,brute force,night,cloak,Ghost,Yes,585.0,M,164.0,50.0,9.0,silver,lasagna
961,2023-03-26,Skeleton,69.0,forest,arson,,day,bones,Skeleton,Yes,876.0,F,166.0,21.0,10.0,silver,humans
962,2024-01-08,Werewolf,98.0,forest,kidnapping,pistol,night,fur,Werewolf,No,145.0,M,178.0,63.0,7.0,hazelnut,lasagna
963,2023-11-09,Vampire,96.0,village,theft,axe,night,blood,Vampire,Yes,253.0,M,173.0,58.0,7.0,silver,humans
964,2020-06-20,Vampire,98.0,castle,murder,,dusk,blood,Vampire,Yes,619.0,F,152.0,41.0,1.0,garlic,lasagna
965,2024-03-09,Zombie,50.0,mountain,assault,pistol,dawn,teeth,Zombie,Yes,54.0,M,154.0,20.0,5.0,cat hair,brain
966,2024-06-02,Werewolf,51.0,forest,assault,pistol,night,teeth,Werewolf,Yes,97.0,F,168.0,65.0,7.0,silver,rats
967,2020-09-29,Zombie,6.0,village,kidnapping,brute force,night,teeth,Zombie,Yes,11.0,F,156.0,10.0,5.0,sunlight,pesto pasta
969,2020-06-07,Vampire,78.0,village,nightly disturbance,brute force,night,blood,Vampire,Yes,365.0,F,172.0,40.0,4.0,garlic,brain
970,2023-01-27,Vampire,27.0,mountain,assault,knife,night,blood,Vampire,No,349.0,M,189.0,28.0,7.0,sunlight,pesto pasta
971,2019-12-21,Ghost,61.0,castle,vandalism,pistol,night,cloak,Ghost,Yes,1.0,F,185.0,68.0,5.0,garlic,rats
972,2021-07-29,Skeleton,10.0,castle,vandalism,pistol,day,bones,Skeleton,No,981.0,M,195.0,26.0,7.0,silver,lasagna
973,2023-01-21,Vampire,70.0,forest,nightly disturbance,axe,night,cloak,Vampire,NO,327.0,M,172.0,35.0,4.0,sunlight,brain
974,2023-08-17,Skeleton,44.0,castle,assault,axe,dusk,bones,Skeleton,Yes,740.0,M,177.0,8.0,6.0,silver,rats
975,2021-12-06,Werewolf,60.0,forest,assault,knife,day,bones,Werewolf,Yes,107.0,M,198.0,71.0,6.0,hazelnut,brain
976,2022-01-19,Witch,72.0,village,kidnapping,knife,day,potions,Witch,No,224.0,F,150.0,19.0,6.0,pumpkin,Pesto pasta
977,2023-11-02,Vampire,7.0,castle,nightly disturbance,,night,cloak,Vampire,Yes,191.0,M,152.0,40.0,1.0,sunlight,lasagna
978,2020-12-09,Ghost,71.0,castle,nightly disturbance,knife,night,potions,Ghost,Yes,402.0,F,166.0,34.0,9.0,sunlight,rats
979,2020-04-02,Werewolf,26.0,forest,kidnapping,brute force,night,fur,Werewolf,Yes,114.0,F,189.0,67.0,7.0,hazelnut,rats
980,2023-02-23,Skeleton,3.0,mountain,nightly disturbance,axe,night,bones,Skeleton,Yes,1914.0,F,195.0,15.0,5.0,garlic,rats
981,2023-09-13,Zombie,92.0,swamp,kidnapping,knife,dusk,potions,Zombie,No,65.0,M,180.0,19.0,6.0,cat hair,rats
982,2024-06-26,Werewolf,34.0,mountain,assault,pistol,night,fur,Werewolf,Yes,175.0,M,157.0,92.0,6.0,hazelnut,humans
983,2023-05-06,Vampire,2.0,castle,assault,brute force,night,teeth,Vampire,Yes,561.0,F,159.0,43.0,8.0,garlic,brain
984,2021-03-10,Skeleton,81.0,castle,nightly disturbance,,night,cloak,Skeleton,Yes,1144.0,F,159.0,23.0,6.0,silver,lasagna
985,2020-05-25,Witch,65.0,swamp,kidnapping,knife,night,cloak,Witch,NO,274.0,M,164.0,18.0,1.0,hazelnut,rats
986,2023-09-26,Werewolf,90.0,mountain,nightly disturbance,Axe,night,teeth,Werewolf,Yes,172.0,M,174.0,100.0,8.0,silver,humans
987,2024-02-28,Vampire,62.0,castle,assault,axe,night,blood,Vampire,Yes,349.0,M,176.0,24.0,8.0,garlic,rats
988,2021-07-08,Ghost,15.0,forest,arson,axe,dawn,cloak,Ghost,No,2085.0,F,154.0,1.0,7.0,pumpkin,pesto pasta
989,2024-08-05,Zombie,46.0,village,vandalism,pistol,dawn,bones,Zombie,No,74.0,F,196.0,18.0,8.0,sunlight,humans
990,2023-08-31,Skeleton,64.0,mountain,vandalism,knife,dusk,bones,Skeleton,No,1414.0,F,199.0,1.0,3.0,silver,humans
991,2023-03-12,Werewolf,5.0,forest,assault,knife,dusk,teeth,Werewolf,Yes,163.0,M,191.0,88.0,4.0,hazelnut,humans
992,2024-05-05,Werewolf,25.0,forest,assault,pistol,night,fur,Werewolf,No,114.0,M,164.0,81.0,7.0,hazelnut,humans
993,2020-07-03,Witch,77.0,village,kidnapping,axe,dusk,teeth,Witch,No,442.0,M,162.0,10.0,4.0,Hazelnut,Rats
994,2024-04-16,Witch,90.0,village,arson,axe,day,cloak,Witch,Yes,316.0,F,191.0,10.0,3.0,hazelnut,lasagna
995,2023-01-01,Ghost,2.0,castle,nightly disturbance,,night,cloak,Ghost,No,1021.0,F,195.0,62.0,2.0,sunlight,rats
996,2024-03-19,Zombie,6.0,forest,kidnapping,pistol,Night,blood,Zombie,No,96.0,M,170.0,10.0,6.0,pumpkin,lasagna
997,2020-01-22,Ghost,34.0,castle,nightly disturbance,,night,potions,Ghost,Yes,1400.0,F,172.0,44.0,9.0,sunlight,humans
998,2021-10-10,Vampire,23.0,village,murder,knife,dusk,blood,Vampire,No,454.0,M,164.0,46.0,4.0,sunlight,brain
999,2022-10-25,Vampire,33.0,castle,nightly disturbance,axe,night,teeth,Vampire,Yes,339.0,M,183.0,40.0,8.0,silver,Lasagna
1000,2022-03-25,Ghost,58.0,castle,nightly disturbance,knife,night,potions,Ghost,Yes,2263.0,M,188.0,60.0,4.0,garlic,lasagna
1001,2023-07-15,Zombie,67.0,swamp,kidnapping,knife,night,blood,Zombie,Yes,93.0,M,193.0,8.0,1.0,sunlight,pesto pasta
1002,2021-11-26,Ghost,48.0,castle,nightly disturbance,pistol,night,potions,Ghost,Yes,2612.0,M,186.0,31.0,8.0,cat hair,humans
1003,2020-03-19,Zombie,82.0,village,assault,brute force,night,blood,Zombie,No,99.0,F,193.0,23.0,4.0,cat hair,rats
1004,2022-08-31,Zombie,55.0,swamp,assault,brute force,night,blood,Zombie,Yes,52.0,M,150.0,12.0,5.0,sunlight,pesto pasta
1005,2023-06-17,Skeleton,52.0,mountain,nightly disturbance,,night,bones,Skeleton,Yes,304.0,M,153.0,12.0,6.0,silver,lasagna
1006,2021-09-27,Zombie,5.0,village,kidnapping,knife,day,teeth,Zombie,No,101.0,M,164.0,15.0,8.0,cat hair,lasagna
1007,2019-11-24,Witch,53.0,village,arson,,day,potions,Witch,No,451.0,M,189.0,20.0,1.0,hazelnut,pesto pasta
1008,2024-08-03,Zombie,60.0,mountain,kidnapping,,night,teeth,Zombie,Yes,36.0,F,185.0,12.0,2.0,cat hair,rats
1009,2022-03-08,Zombie,77.0,Swamp,kidnapping,pistol,night,fur,Zombie,Yes,123.0,M,175.0,11.0,5.0,sunlight,lasagna
1010,2024-06-09,Zombie,31.0,mountain,kidnapping,pistol,dusk,teeth,Zombie,Yes,160.0,M,170.0,22.0,4.0,cat hair,pesto pasta
1011,2022-07-29,Vampire,60.0,castle,assault,,night,blood,Vampire,No,705.0,M,180.0,40.0,6.0,silver,humans
1012,2020-06-02,Witch,52.0,village,arson,brute force,dusk,bones,Witch,No,537.0,F,168.0,14.0,8.0,hazelnut,humans
1013,2022-04-04,Witch,14.0,village,arson,knife,day,cloak,Witch,No,684.0,F,178.0,19.0,2.0,hazelnut,brain
1014,2021-11-09,Ghost,78.0,castle,THEFT,knife,night,cloak,Ghost,No,678.0,M,162.0,90.0,1.0,pumpkin,humans
1015,2023-05-23,Skeleton,68.0,mountain,nightly disturbance,knife,night,bones,Skeleton,Yes,906.0,M,169.0,18.0,3.0,garlic,brain
1016,2024-10-28,Zombie,42.0,mountain,kidnapping,knife,dusk,potions,Zombie,Yes,49.0,F,156.0,21.0,1.0,cat hair,rats
1017,2024-06-22,Werewolf,3.0,forest,assault,pistol,night,fur,Werewolf,Yes,74.0,M,197.0,57.0,7.0,sunlight,lasagna
1018,2022-05-28,Skeleton,10.0,mountain,vandalism,brute force,day,cloak,Skeleton,No,1.0,M,156.0,29.0,10.0,garlic,rats
1019,2023-10-17,Skeleton,81.0,castle,arson,brute force,dusk,bones,Skeleton,Yes,1337.0,M,167.0,28.0,10.0,cat hair,humans
1020,2020-09-07,Witch,21.0,village,arson,,dawn,teeth,Witch,Yes,663.0,M,157.0,22.0,1.0,pumpkin,brain
1021,2022-04-08,Skeleton,68.0,mountain,nightly disturbance,brute force,night,Bones,Skeleton,No,2060.0,M,168.0,9.0,5.0,silver,pesto pasta
1022,2020-10-24,Zombie,27.0,mountain,kidnapping,knife,dawn,potions,Zombie,No,40.0,F,183.0,7.0,8.0,pumpkin,humans
1023,2023-12-10,Zombie,88.0,village,vandalism,brute force,night,blood,Zombie,Yes,155.0,F,153.0,18.0,5.0,sunlight,rats
1024,2022-10-02,Vampire,15.0,village,theft,axe,night,teeth,Vampire,No,465.0,M,197.0,38.0,7.0,sunlight,lasagna
1025,2023-06-23,Zombie,26.0,mountain,assault,knife,night,blood,Zombie,Yes,65.0,M,177.0,11.0,6.0,cat hair,brain
1026,2021-05-05,Zombie,13.0,forest,kidnapping,knife,night,blood,Zombie,Yes,95.0,F,173.0,24.0,2.0,sunlight,pesto pasta
1027,2023-04-13,Witch,35.0,village,arson,,day,blood,Witch,Yes,507.0,F,154.0,15.0,4.0,hazelnut,pesto pasta
1028,2024-05-11,Zombie,40.0,swamp,murder,axe,night,Teeth,Zombie,Yes,54.0,M,154.0,9.0,10.0,cat hair,pesto pasta
1029,2022-11-05,Vampire,38.0,castle,theft,pistol,dawn,cloak,Vampire,No,474.0,M,160.0,32.0,5.0,sunlight,rats
1030,2024-03-03,Werewolf,70.0,mountain,assault,,night,Teeth,Werewolf,Yes,36.0,F,165.0,36.0,2.0,silver,lasagna
1031,2022-07-16,Witch,38.0,village,arson,axe,dawn,cloak,Witch,Yes,284.0,F,156.0,26.0,3.0,silver,lasagna
1032,2022-06-08,Werewolf,30.0,forest,vandalism,brute force,night,fur,Werewolf,No,112.0,F,169.0,39.0,7.0,silver,pesto pasta
1033,2022-04-09,Witch,12.0,forest,kidnapping,knife,night,bones,Witch,No,478.0,M,183.0,17.0,1.0,Pumpkin,brain
1034,2024-06-16,Ghost,15.0,village,arson,knife,dusk,cloak,Ghost,No,2606.0,F,170.0,18.0,10.0,pumpkin,humans
1035,2023-12-05,Skeleton,24.0,mountain,vandalism,brute force,day,bones,Skeleton,No,1150.0,F,153.0,27.0,4.0,silver,lasagna
1036,2023-02-24,Ghost,6.0,castle,nightly disturbance,knife,night,cloak,Ghost,No,673.0,F,191.0,22.0,6.0,sunlight,brain
1037,2021-05-01,Zombie,40.0,forest,kidnapping,brute force,night,potions,Zombie,No,36.0,M,166.0,18.0,6.0,cat hair,lasagna
1038,2021-08-20,Werewolf,73.0,mountain,assault,pistol,night,teeth,Werewolf,Yes,172.0,F,195.0,55.0,6.0,silver,rats
1039,2024-08-08,Zombie,54.0,mountain,kidnapping,,dusk,teeth,Zombie,Yes,1.0,F,176.0,9.0,8.0,Garlic,lasagna
1041,2024-06-26,Witch,98.0,swamp,theft,brute force,night,cloak,Witch,No,277.0,F,180.0,25.0,8.0,hazelnut,humans
1042,2020-04-24,Skeleton,12.0,mountain,arson,knife,dawn,cloak,Skeleton,No,416.0,M,167.0,33.0,3.0,garlic,humans
1043,2021-05-23,Vampire,23.0,castle,assault,,dusk,blood,Vampire,Yes,452.0,F,199.0,29.0,3.0,garlic,Brain
1044,2024-10-08,Skeleton,90.0,forest,nightly disturbance,knife,night,bones,Skeleton,Yes,713.0,M,169.0,9.0,2.0,silver,pesto pasta
1046,2021-03-12,Skeleton,55.0,mountain,assault,knife,day,bones,Skeleton,Yes,347.0,F,170.0,14.0,10.0,silver,brain
1047,2024-01-13,Vampire,61.0,castle,assault,brute force,dawn,teeth,Vampire,No,202.0,M,153.0,40.0,6.0,silver,humans
1048,2022-06-07,Werewolf,85.0,forest,assault,brute force,night,teeth,Werewolf,Yes,80.0,M,153.0,69.0,7.0,cat hair,pesto pasta
1049,2023-01-09,Zombie,9.0,forest,murder,,day,potions,Zombie,No,31.0,F,194.0,15.0,6.0,cat hair,lasagna
1050,2023-04-01,Zombie,75.0,mountain,kidnapping,brute force,day,teeth,Zombie,Yes,171.0,F,185.0,18.0,5.0,cat hair,brain
1051,2023-07-29,Ghost,99.0,castle,arson,brute force,night,potions,Ghost,Yes,1490.0,M,156.0,33.0,9.0,garlic,pesto pasta
1052,2021-12-14,Zombie,93.0,swamp,assault,knife,dusk,teeth,Zombie,Yes,136.0,M,197.0,15.0,5.0,cat hair,pesto pasta
1053,2021-09-17,witch,75.0,swamp,kidnapping,pistol,dusk,cloak,witch,No,365.0,F,158.0,22.0,5.0,hazelnut,lasagna
1054,2019-12-27,Skeleton,98.0,mountain,assault,axe,day,cloak,Skeleton,Yes,1.0,M,165.0,53.0,7.0,silver,lasagna
1055,2022-08-07,Ghost,91.0,castle,vandalism,knife,night,cloak,Ghost,Yes,2438.0,F,166.0,50.0,1.0,garlic,pesto pasta
1056,2024-08-06,Witch,7.0,forest,arson,,day,fur,Witch,Yes,458.0,M,181.0,15.0,1.0,hazelnut,rats
1057,2021-08-25,Witch,50.0,swamp,arson,brute force,night,cloak,Witch,No,296.0,M,153.0,12.0,3.0,hazelnut,humans
1058,2020-11-05,Vampire,48.0,castle,nightly disturbance,pistol,night,cloak,Vampire,No,754.0,F,185.0,48.0,7.0,silver,pesto pasta
1059,2022-07-24,Zombie,58.0,swamp,kidnapping,brute force,dusk,blood,Zombie,No,81.0,F,166.0,14.0,5.0,cat hair,lasagna
1060,2021-01-06,Werewolf,74.0,village,Vandalism,brute force,night,fur,Werewolf,No,118.0,M,193.0,28.0,7.0,silver,rats
1061,2021-10-25,Werewolf,42.0,forest,assault,,night,fur,Werewolf,No,144.0,F,151.0,38.0,7.0,cat hair,pesto pasta
1062,2024-04-19,Ghost,33.0,village,vandalism,brute force,night,potions,Ghost,No,276.0,M,161.0,7.0,9.0,sunlight,pesto pasta
1063,2021-04-11,Werewolf,39.0,forest,vandalism,knife,night,fur,Werewolf,No,175.0,F,161.0,75.0,9.0,silver,brain
1064,2021-09-26,Skeleton,98.0,mountain,Arson,axe,day,bones,Skeleton,No,707.0,F,188.0,1.0,8.0,silver,lasagna
1065,2021-05-24,Werewolf,36.0,swamp,vandalism,axe,night,fur,Werewolf,No,121.0,F,150.0,67.0,9.0,hazelnut,lasagna
1066,2024-10-05,Ghost,69.0,castle,nightly disturbance,pistol,night,potions,Ghost,Yes,1418.0,M,196.0,70.0,3.0,pumpkin,lasagna
1067,2023-03-03,Werewolf,59.0,forest,assault,pistol,night,bones,Werewolf,No,128.0,F,159.0,60.0,9.0,cat hair,brain
1068,2023-10-05,Skeleton,57.0,mountain,arson,pistol,day,bones,Skeleton,No,788.0,M,164.0,18.0,8.0,silver,lasagna
1069,2024-10-05,Vampire,97.0,village,theft,pistol,dawn,teeth,Vampire,No,385.0,F,189.0,23.0,5.0,garlic,rats
1070,2021-05-17,Ghost,35.0,village,nightly disturbance,brute force,night,potions,Ghost,Yes,2495.0,M,154.0,31.0,10.0,sunlight,brain
1071,2022-12-11,Vampire,78.0,village,assault,knife,night,teeth,Vampire,No,630.0,F,175.0,53.0,6.0,sunlight,brain
1072,2019-11-19,Vampire,79.0,castle,murder,pistol,dusk,cloak,Vampire,Yes,491.0,M,181.0,23.0,3.0,sunlight,rats
1073,2022-09-22,Vampire,69.0,castle,assault,axe,dawn,cloak,Vampire,Yes,646.0,M,196.0,23.0,9.0,silver,rats
1074,2020-11-24,Witch,12.0,swamp,kidnapping,pistol,dawn,blood,Witch,No,539.0,M,174.0,29.0,4.0,pumpkin,humans
