Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
3562,Werewolf,No,444.0,M,162.0,22.0,1.0,pumpkin,rats
6404,Witch,No,92.0,F,153.0,100.0,7.0,Cat hair,lasagna
5414,Witch,No,1.0,M,193.0,21.0,2.0,silver,brain
5431,Skeleton,Yes,51.0,F,171.0,72.0,8.0,garlic,humans
4492,Ghost,No,491.0,M,187.0,25.0,6.0,hazelnut,brain
868,Werewolf,No,1.0,F,185.0,16.0,1.0,cat hair,rats
603,Ghost,Yes,332.0,F,168.0,7.0,9.0,pumpkin,lasagna
4776,Skeleton,Yes,1856.0,F,177.0,99.0,9.0,garlic,humans
4727,Vampire,No,283.0,M,156.0,12.0,4.0,hazelnut,pesto pasta
6016,Ghost,No,252.0,F,164.0,44.0,7.0,sunlight,rats
9500,Vampire,Yes,1075.0,F,181.0,17.0,7.0,silver,humans
9183,Werewolf,No,1238.0,M,150.0,17.0,8.0,silver,rats
949,Zombie,Yes,417.0,F,192.0,23.0,5.0,hazelnut,pesto pasta
5873,Zombie,Yes,139.0,M,196.0,52.0,6.0,hazelnut,humans
7773,Werewolf,Yes,72.0,F,171.0,62.0,1.0,cat hair,lasagna
103,Vampire,Yes,575.0,M,186.0,46.0,5.0,silver,rats
1456,Skeleton,No,129.0,M,157.0,26.0,2.0,garlic,pesto pasta
5655,Vampire,Yes,2329.0,F,172.0,57.0,10.0,SUNLIGHT,humans
8812,Witch,Yes,1096.0,F,184.0,100.0,3.0,sunlight,rats
8875,Zombie,Yes,2650.0,F,178.0,62.0,10.0,pumpkin,humans
3065,Vampire,Yes,86.0,F,193.0,56.0,7.0,sunlight,pesto pasta
9373,Werewolf,No,434.0,F,197.0,12.0,8.0,hazelnut,humans
954,Werewolf,Yes,253.0,M,173.0,58.0,7.0,silver,humans
244,Skeleton,No,407.0,M,161.0,21.0,4.0,pumpkin,rats
9809,zombie,No,437.0,F,183.0,22.0,3.0,hazelnut,rats
3525,Werewolf,No,82.0,F,188.0,18.0,2.0,cat hair,rats
6779,Vampire,Yes,2278.0,M,194.0,18.0,10.0,silver,pesto pasta
3961,Witch,Yes,1667.0,F,182.0,25.0,1.0,pumpkin,pesto pasta
7021,Ghost,Yes,1361.0,F,192.0,37.0,5.0,silver,lasagna
6317,Ghost,No,41.0,F,195.0,13.0,5.0,sunlight,humans
6819,Vampire,Yes,285.0,M,163.0,22.0,10.0,garlic,brain
4661,Zombie,Yes,177.0,M,191.0,54.0,6.0,silver,rats
7064,Zombie,No,774.0,M,160.0,39.0,5.0,silver,rats
6242,Ghost,No,509.0,F,164.0,16.0,5.0,hazelnut,lasagna
5559,Ghost,Yes,1871.0,M,180.0,36.0,9.0,pumpkin,humans
524,Skeleton,No,342.0,M,195.0,17.0,2.0,hazelnut,rats
4411,Zombie,No,157.0,F,163.0,62.0,8.0,silver,lasagna
508,Skeleton,No,369.0,F,163.0,36.0,6.0,garlic,pesto pasta
5697,Werewolf,No,1.0,M,156.0,13.0,5.0,sunlight,brain
1451,Werewolf,Yes,279.0,F,197.0,35.0,8.0,silver,humans
2481,Skeleton,Yes,367.0,M,171.0,24.0,5.0,silver,lasagna
6015,Ghost,Yes,563.0,F,183.0,23.0,7.0,hazelnut,rats
6950,Witch,No,137.0,F,179.0,12.0,4.0,pumpkin,lasagna
5152,Werewolf,No,583.0,M,160.0,49.0,7.0,garlic,Humans
1254,Witch,No,42.0,M,171.0,91.0,6.0,hazelnut,rats
6891,Skeleton,Yes,492.0,F,170.0,31.0,8.0,garlic,lasagna
2564,Zombie,Yes,756.0,M,180.0,39.0,4.0,sunlight,rats
400,Skeleton,No,234.0,F,175.0,47.0,7.0,garlic,rats
2506,Witch,Yes,124.0,M,189.0,8.0,5.0,garlic,humans
5193,Werewolf,Yes,424.0,F,163.0,27.0,7.0,silver,humans
4909,Vampire,Yes,631.0,F,176.0,40.0,8.0,garlic,lasagna
2864,Witch,No,1066.0,F,166.0,68.0,4.0,silver,pesto pasta
3813,Witch,Yes,1701.0,M,163.0,54.0,1.0,pumpkin,pesto pasta
1989,Zombie,No,488.0,F,167.0,27.0,2.0,pumpkin,humans
8945,Zombie,No,90.0,F,162.0,13.0,5.0,garlic,humans
7378,Werewolf,No,104.0,M,173.0,66.0,1.0,silver,pesto pasta
2639,Zombie,No,413.0,F,169.0,47.0,7.0,silver,lasagna
4846,Werewolf,No,118.0,F,162.0,17.0,9.0,cat hair,brain
3422,Witch,No,1033.0,F,185.0,10.0,4.0,silver,brain
38,Skeleton,Yes,599.0,M,161.0,36.0,7.0,garlic,rats
7761,Ghost,Yes,418.0,F,176.0,39.0,4.0,garlic,humans
6137,Skeleton,Yes,1023.0,F,176.0,84.0,2.0,sunlight,brain
6533,Zombie,No,460.0,M,174.0,15.0,1.0,hazelnut,pesto pasta
8554,Vampire,Yes,303.0,M,190.0,14.0,5.0,hazelnut,rats
6735,Zombie,No,1230.0,M,180.0,33.0,6.0,silver,pesto pasta
189,Zombie,Yes,717.0,F,150.0,33.0,1.0,garlic,humans
2324,Skeleton,No,1525.0,F,174.0,33.0,8.0,silver,lasagna
2352,Vampire,Yes,287.0,F,165.0,25.0,1.0,hazelnut,rats
1554,Skeleton,Yes,86.0,M,184.0,67.0,3.0,cat hair,rats
8122,Werewolf,Yes,359.0,F,176.0,51.0,4.0,silver,humans
6504,Zombie,No,100.0,F,176.0,53.0,7.0,silver,pesto pasta
6815,Witch,Yes,2709.0,F,199.0,25.0,1.0,pumpkin,humans
7103,Zombie,Yes,59.0,F,162.0,42.0,5.0,hazelnut,rats
7346,Vampire,No,962.0,F,165.0,47.0,2.0,silver,pesto pasta
2764,Vampire,Yes,1984.0,M,150.0,28.0,10.0,hazelnut,brain
4639,Ghost,No,452.0,F,199.0,36.0,8.0,garlic,humans
9762,Vampire,No,1109.0,M,180.0,42.0,1.0,cat hair,lasagna
8399,Vampire,Yes,594.0,M,157.0,15.0,1.0,hazelnut,lasagna
7054,Ghost,No,1632.0,M,183.0,21.0,4.0,silver,humans
1302,Skeleton,Yes,160.0,F,173.0,73.0,6.0,silver,pesto pasta
2030,Ghost,Yes,50.0,F,176.0,100.0,7.0,silver,rats
8893,Vampire,No,1765.0,M,175.0,87.0,2.0,sunlight,pesto pasta
905,Ghost,Yes,78.0,M,178.0,59.0,6.0,silver,rats
5007,Ghost,Yes,453.0,M,182.0,20.0,1.0,garlic,lasagna
214,Vampire,No,142.0,M,170.0,61.0,6.0,silver,rats
8107,Skeleton,Yes,253.0,F,189.0,23.0,7.0,hazelnut,rats
7810,Zombie,No,1.0,M,180.0,34.0,5.0,silver,pesto pasta
6392,Skeleton,No,1235.0,M,175.0,14.0,7.0,sunlight,humans
8323,Zombie,Yes,987.0,F,172.0,10.0,5.0,silver,pesto pasta
3715,Ghost,No,41.0,M,179.0,30.0,3.0,hazelnut,lasagna
4386,Vampire,No,3345.0,M,168.0,74.0,3.0,sunlight,pesto pasta
9014,Witch,Yes,944.0,M,176.0,52.0,6.0,sunlight,pesto pasta
4942,Ghost,No,1743.0,M,151.0,69.0,10.0,garlic,rats
3707,Ghost,No,2346.0,M,174.0,48.0,10.0,pumpkin,pesto pasta
1975,Skeleton,No,518.0,M,196.0,44.0,8.0,sunlight,lasagna
9670,witch,No,97.0,F,172.0,14.0,4.0,sunlight,lasagna
2635,Ghost,No,138.0,M,198.0,85.0,6.0,cat hair,brain
5716,Werewolf,Yes,2035.0,M,184.0,39.0,10.0,garlic,lasagna
7936,Ghost,No,1055.0,F,183.0,44.0,3.0,silver,pesto pasta
6138,Werewolf,No,260.0,F,168.0,25.0,6.0,cat hair,pesto pasta
8296,Zombie,No,384.0,M,183.0,16.0,1.0,hazelnut,humans
8294,Zombie,Yes,567.0,F,157.0,25.0,8.0,hazelnut,humans
3074,Vampire,Yes,102.0,F,174.0,17.0,1.0,pumpkin,brain
9518,Vampire,Yes,573.0,F,156.0,45.0,6.0,sunlight,brain
9021,Skeleton,Yes,146.0,M,175.0,67.0,5.0,silver,humans
7823,,No,872.0,F,161.0,7.0,5.0,silver,brain
4987,Vampire,Yes,108.0,F,181.0,15.0,1.0,sunlight,pesto pasta
229,Werewolf,No,187.0,F,183.0,11.0,3.0,hazelnut,rats
8505,Ghost,Yes,534.0,M,158.0,39.0,7.0,GARLIC,pesto pasta
2600,Werewolf,No,1960.0,F,188.0,58.0,9.0,silver,lasagna
3129,Skeleton,Yes,360.0,F,185.0,20.0,6.0,hazelnut,pesto pasta
7391,Witch,No,228.0,M,168.0,17.0,5.0,hazelnut,lasagna
6818,Witch,No,299.0,F,179.0,32.0,5.0,garlic,rats
6570,Ghost,Yes,89.0,M,153.0,8.0,10.0,silver,humans
6329,Skeleton,No,153.0,M,192.0,33.0,6.0,garlic,rats
9709,Skeleton,Yes,1073.0,F,170.0,26.0,8.0,pumpkin,brain
4162,Ghost,Yes,80.0,M,180.0,13.0,4.0,garlic,rats
1448,Ghost,No,92.0,F,185.0,10.0,1.0,cat hair,pesto pasta
4811,Skeleton,No,131.0,M,166.0,48.0,7.0,hazelnut,rats
8449,Ghost,No,1452.0,F,178.0,15.0,10.0,sunlight,brain
9416,Vampire,Yes,266.0,F,176.0,47.0,5.0,garlic,pesto pasta
9283,Vampire,Yes,155.0,M,153.0,77.0,8.0,hazelnut,humans
8707,Werewolf,Yes,1119.0,M,177.0,55.0,10.0,pumpkin,humans
2095,,Yes,100.0,M,175.0,22.0,8.0,garlic,pesto pasta
615,Witch,No,1271.0,M,164.0,49.0,8.0,sunlight,humans
8443,Witch,Yes,19.0,M,178.0,25.0,9.0,silver,lasagna
7142,Ghost,No,344.0,F,195.0,14.0,5.0,pumpkin,rats
2123,Ghost,Yes,2017.0,M,169.0,65.0,2.0,sunlight,rats
3372,Ghost,Yes,2549.0,F,191.0,36.0,9.0,garlic,brain
3951,Vampire,No,1525.0,M,179.0,38.0,2.0,sunlight,humans
9070,Ghost,Yes,174.0,M,157.0,8.0,6.0,pumpkin,rats
9119,Werewolf,No,52.0,F,153.0,17.0,7.0,cat hair,pesto pasta
1903,Zombie,Yes,58.0,M,163.0,6.0,4.0,sunlight,PESTO PASTA
8131,Skeleton,No,1281.0,M,178.0,28.0,10.0,garlic,humans
4000,Ghost,No,154.0,F,178.0,67.0,6.0,silver,brain
7790,Werewolf,No,714.0,F,150.0,58.0,6.0,sunlight,Brain
1226,Vampire,Yes,303.0,M,180.0,9.0,4.0,hazelnut,pesto pasta
1994,Skeleton,Yes,523.0,F,153.0,10.0,9.0,hazelnut,pesto pasta
335,Witch,No,114.0,F,161.0,3.0,6.0,silver,rats
5457,skeleton,Yes,711.0,M,176.0,26.0,5.0,garlic,pesto pasta
5452,Zombie,No,4257.0,F,161.0,67.0,9.0,sunlight,pesto pasta
17,Zombie,Yes,101.0,M,192.0,18.0,5.0,sunlight,brain
4549,Witch,Yes,61.0,F,184.0,12.0,5.0,sunlight,pesto pasta
3405,Vampire,Yes,629.0,M,171.0,22.0,1.0,silver,pesto pasta
113,Ghost,No,578.0,M,153.0,35.0,8.0,sunlight,pesto pasta
6111,Witch,No,1718.0,F,171.0,12.0,5.0,silver,lasagna
675,Witch,Yes,97.0,M,164.0,9.0,3.0,garlic,rats
9360,Zombie,Yes,582.0,F,170.0,22.0,2.0,pumpkin,pesto pasta
2734,Zombie,Yes,439.0,F,168.0,46.0,4.0,garlic,lasagna
8169,Ghost,Yes,1668.0,F,188.0,32.0,3.0,sunlight,brain
7503,Zombie,Yes,161.0,M,153.0,47.0,2.0,silver,humans
2414,Zombie,Yes,172.0,M,165.0,14.0,9.0,garlic,humans
2967,Witch,No,659.0,M,189.0,44.0,10.0,sunlight,brain
3932,Skeleton,Yes,770.0,F,156.0,30.0,10.0,pumpkin,brain
1278,Skeleton,Yes,2875.0,M,180.0,52.0,10.0,garlic,rats
4627,Werewolf,No,752.0,M,193.0,32.0,4.0,sunlight,
8543,Zombie,No,299.0,F,162.0,37.0,6.0,garlic,brain
5944,Ghost,yes,246.0,M,176.0,24.0,5.0,garlic,humans
4551,Ghost,Yes,91.0,M,150.0,13.0,6.0,cat hair,rats
1002,Zombie,No,537.0,F,168.0,14.0,8.0,hazelnut,humans
5688,skeleton,No,54.0,F,193.0,70.0,6.0,silver,brain
4701,Zombie,Yes,186.0,F,195.0,65.0,6.0,hazelnut,humans
3064,Zombie,No,1175.0,M,156.0,1.0,4.0,silver,rats
1219,Ghost,Yes,565.0,M,158.0,34.0,7.0,garlic,brain
3986,Werewolf,No,462.0,F,177.0,31.0,5.0,garlic,rats
7390,Werewolf,Yes,96.0,M,153.0,97.0,2.0,hazelnut,pesto pasta
6726,Zombie,No,325.0,F,192.0,29.0,8.0,hazelnut,lasagna
3306,Skeleton,Yes,759.0,F,178.0,36.0,7.0,garlic,pesto pasta
2846,Vampire,No,2671.0,M,184.0,39.0,6.0,silver,lasagna
1513,Vampire,No,618.0,F,164.0,19.0,7.0,sunlight,lasagna
8124,Zombie,No,776.0,F,163.0,22.0,3.0,silver,lasagna
411,Skeleton,Yes,91.0,M,194.0,100.0,6.0,cat hair,rats
2789,VAMPIRE,No,403.0,M,172.0,30.0,1.0,pumpkin,brain
900,Ghost,Yes,2.0,M,170.0,18.0,5.0,silver,brain
8256,Ghost,Yes,86.0,M,171.0,48.0,8.0,cat hair,pesto pasta
670,Skeleton,No,230.0,F,159.0,17.0,3.0,garlic,humans
4103,Witch,Yes,93.0,F,159.0,35.0,7.0,garlic,pesto pasta
3123,Witch,Yes,90.0,M,198.0,3.0,6.0,garlic,humans
1240,Skeleton,No,941.0,F,171.0,2.0,1.0,cat hair,brain
972,Vampire,Yes,175.0,M,157.0,92.0,6.0,hazelnut,humans
6668,Skeleton,Yes,13.0,F,180.0,9.0,4.0,sunlight,humans
3607,Zombie,Yes,635.0,F,186.0,42.0,1.0,garlic,brain
7985,Zombie,No,198.0,F,150.0,15.0,1.0,garlic,brain
7784,Zombie,No,78.0,M,172.0,69.0,7.0,garlic,brain
8362,Witch,No,543.0,F,158.0,23.0,2.0,hazelnut,humans
8993,Zombie,Yes,73.0,F,159.0,68.0,6.0,hazelnut,rats
1790,Skeleton,Yes,850.0,F,165.0,35.0,3.0,cat hair,pesto pasta
2913,Vampire,No,55.0,M,175.0,13.0,4.0,cat hair,humans
1710,Zombie,Yes,1637.0,M,167.0,35.0,5.0,sunlight,humans
135,Ghost,Yes,2203.0,F,175.0,36.0,9.0,pumpkin,brain
7620,Skeleton,No,1.0,F,187.0,66.0,5.0,silver,brain
1613,Zombie,Yes,1317.0,M,173.0,91.0,2.0,sunlight,brain
2545,Witch,No,3600.0,F,156.0,49.0,7.0,cat hair,rats
7923,Skeleton,No,616.0,F,157.0,42.0,6.0,garlic,rats
8019,Witch,No,90.0,F,170.0,12.0,1.0,cat hair,brain
7112,Werewolf,Yes,611.0,M,169.0,50.0,6.0,garlic,brain
4172,Vampire,No,91.0,F,188.0,14.0,2.0,Cat hair,rats
9296,Zombie,No,466.0,F,154.0,25.0,1.0,pumpkin,humans
3765,Skeleton,No,546.0,M,190.0,22.0,3.0,hazelnut,humans
1711,Ghost,Yes,501.0,F,164.0,57.0,6.0,sunlight,pesto pasta
4988,Ghost,No,304.0,M,186.0,14.0,4.0,garlic,brain
7757,Skeleton,Yes,417.0,M,174.0,23.0,1.0,hazelnut,lasagna
6119,Skeleton,No,1609.0,M,177.0,35.0,2.0,silver,lasagna
5611,Skeleton,Yes,41.0,F,185.0,18.0,7.0,garlic,brain
4023,Ghost,Yes,1391.0,M,187.0,41.0,1.0,silver,rats
3228,Werewolf,Yes,658.0,F,194.0,44.0,3.0,sunlight,humans
2366,Witch,No,1097.0,M,191.0,37.0,1.0,sunlight,rats
3448,Vampire,Yes,1177.0,F,173.0,11.0,2.0,garlic,lasagna
2064,Witch,Yes,36.0,F,168.0,7.0,5.0,pumpkin,rats
2265,Werewolf,No,246.0,M,151.0,11.0,1.0,hazelnut,humans
3928,Skeleton,No,713.0,F,177.0,29.0,4.0,silver,rats
7235,Werewolf,No,605.0,F,159.0,32.0,9.0,silver,pesto pasta
3731,Ghost,No,483.0,F,155.0,28.0,1.0,sunlight,lasagna
4452,Werewolf,Yes,1.0,F,175.0,42.0,10.0,sunlight,pesto pasta
7523,Witch,Yes,400.0,M,191.0,24.0,10.0,silver,brain
5252,Vampire,No,215.0,F,157.0,18.0,2.0,garlic,humans
8172,Zombie,Yes,3042.0,F,167.0,37.0,3.0,sunlight,brain
7809,Vampire,No,78.0,F,168.0,13.0,2.0,cat hair,rats
3002,Werewolf,Yes,1347.0,F,199.0,21.0,2.0,garlic,pesto pasta
4059,Zombie,No,364.0,M,155.0,23.0,4.0,hazelnut,lasagna
8747,Witch,No,1121.0,F,170.0,39.0,3.0,silver,brain
6824,werewolf,Yes,1516.0,M,158.0,61.0,7.0,cat hair,brain
6083,Skeleton,No,2001.0,F,195.0,100.0,9.0,pumpkin,HUMANS
9101,Ghost,No,88.0,M,152.0,21.0,1.0,cat hair,rats
2902,ghost,No,40.0,F,190.0,20.0,3.0,pumpkin,rats
2534,Werewolf,No,259.0,M,173.0,29.0,7.0,sunlight,rats
7821,Skeleton,No,1527.0,M,179.0,55.0,8.0,garlic,pesto pasta
8607,Skeleton,No,743.0,f,192.0,26.0,4.0,silver,pesto pasta
6910,Zombie,No,236.0,F,180.0,26.0,1.0,pumpkin,lasagna
4920,Ghost,Yes,141.0,M,164.0,66.0,6.0,cat hair,pesto pasta
1859,Werewolf,No,84.0,F,169.0,72.0,6.0,silver,rats
1105,Witch,Yes,101.0,M,193.0,15.0,5.0,pumpkin,humans
3358,Skeleton,No,8.0,M,151.0,12.0,3.0,pumpkin,lasagna
8427,Zombie,Yes,1053.0,F,152.0,76.0,10.0,sunlight,brain
9620,Ghost,Yes,1581.0,F,181.0,10.0,7.0,silver,humans
4029,Witch,No,144.0,F,198.0,16.0,2.0,cat hair,pesto pasta
6881,Skeleton,No,345.0,F,188.0,15.0,6.0,pumpkin,humans
4938,Ghost,Yes,431.0,F,169.0,15.0,3.0,garlic,humans
8551,Skeleton,No,1345.0,M,165.0,33.0,1.0,silver,lasagna
4390,Skeleton,No,74.0,M,184.0,18.0,2.0,sunlight,brain
3846,Vampire,Yes,1704.0,F,175.0,38.0,4.0,silver,rats
9345,Werewolf,No,637.0,M,181.0,21.0,9.0,sunlight,pesto pasta
13,Ghost,Yes,1.0,M,192.0,43.0,5.0,pumpkin,pesto pasta
5197,Ghost,No,1.0,F,173.0,19.0,4.0,garlic,pesto pasta
6974,Witch,No,323.0,F,152.0,55.0,2.0,sunlight,rats
4688,Vampire,No,1.0,M,179.0,36.0,8.0,sunlight,humans
5554,Vampire,No,78.0,F,170.0,19.0,8.0,garlic,humans
2609,Witch,No,578.0,F,183.0,27.0,2.0,hazelnut,humans
2176,Werewolf,Yes,2100.0,F,151.0,64.0,1.0,silver,humans
9720,Witch,Yes,131.0,M,175.0,24.0,9.0,garlic,lasagna
512,Werewolf,No,126.0,M,194.0,77.0,3.0,hazelnut,humans
9845,Skeleton,Yes,106.0,M,190.0,21.0,6.0,silver,rats
8240,Werewolf,No,65.0,M,155.0,10.0,1.0,cat hair,brain
6333,Witch,Yes,1432.0,M,157.0,45.0,7.0,pumpkin,pesto pasta
669,Ghost,No,138.0,F,154.0,13.0,4.0,pumpkin,rats
6548,Witch,Yes,99.0,F,159.0,8.0,5.0,sunlight,rats
3008,Zombie,Yes,1187.0,M,160.0,35.0,8.0,garlic,pesto pasta
1771,Vampire,No,1.0,M,190.0,11.0,10.0,garlic,lasagna
5096,Werewolf,No,101.0,M,180.0,14.0,3.0,sunlight,rats
1314,Witch,No,718.0,M,187.0,38.0,2.0,sunlight,lasagna
5636,Werewolf,Yes,302.0,M,158.0,17.0,8.0,hazelnut,lasagna
3248,Skeleton,Yes,792.0,M,171.0,14.0,1.0,silver,brain
1361,Werewolf,Yes,931.0,F,189.0,24.0,6.0,silver,brain
5358,skeleton,Yes,256.0,F,188.0,16.0,3.0,hazelnut,rats
7922,Ghost,No,390.0,F,179.0,21.0,3.0,hazelnut,lasagna
1466,Werewolf,No,110.0,F,188.0,46.0,7.0,silver,lasagna
658,Vampire,No,942.0,M,194.0,22.0,1.0,silver,brain
8311,Zombie,Yes,795.0,M,157.0,23.0,10.0,hazelnut,brain
8695,Zombie,No,2448.0,F,150.0,15.0,7.0,silver,pesto pasta
431,Ghost,Yes,1033.0,F,199.0,1.0,1.0,cat hair,brain
9097,Witch,Yes,485.0,F,199.0,21.0,1.0,hazelnut,lasagna
6626,Vampire,No,647.0,M,166.0,17.0,5.0,silver,humans
750,Vampire,No,32.0,F,172.0,7.0,4.0,garlic,pesto pasta
8831,Ghost,Yes,267.0,f,184.0,10.0,1.0,garlic,brain
7515,Witch,Yes,130.0,M,155.0,30.0,1.0,silver,lasagna
9141,Witch,No,140.0,F,198.0,58.0,1.0,hazelnut,humans
7517,Zombie,Yes,499.0,M,165.0,18.0,7.0,pumpkin,humans
8788,Vampire,Yes,243.0,M,161.0,62.0,7.0,silver,pesto pasta
2004,Ghost,Yes,243.0,M,188.0,28.0,6.0,garlic,brain
9015,Witch,Yes,463.0,F,157.0,45.0,7.0,silver,pesto pasta
8080,Witch,Yes,1637.0,M,190.0,23.0,1.0,silver,lasagna
1121,Vampire,Yes,379.0,M,184.0,26.0,4.0,garlic,humans
7629,Witch,No,1978.0,M,182.0,70.0,10.0,sunlight,pesto pasta
8632,Vampire,Yes,66.0,M,190.0,40.0,7.0,silver,brain
6226,Ghost,Yes,288.0,f,193.0,22.0,1.0,hazelnut,brain
2758,Skeleton,Yes,163.0,M,189.0,68.0,7.0,silver,humans
3168,Skeleton,No,4.0,M,189.0,11.0,4.0,sunlight,rats
5485,Ghost,No,109.0,F,166.0,20.0,2.0,cat hair,pesto pasta
5547,Vampire,No,86.0,F,188.0,17.0,1.0,garlic,brain
1390,Werewolf,Yes,1621.0,M,155.0,56.0,1.0,cat hair,brain
7267,Ghost,Yes,124.0,M,190.0,16.0,7.0,silver,humans
9584,Vampire,No,477.0,M,196.0,24.0,7.0,pumpkin,lasagna
1126,Zombie,Yes,431.0,M,162.0,40.0,5.0,sunlight,rats
4322,Ghost,Yes,430.0,F,179.0,61.0,3.0,pumpkin,pesto pasta
1543,Ghost,Yes,294.0,F,186.0,21.0,2.0,pumpkin,Humans
6196,Zombie,Yes,55.0,F,156.0,17.0,7.0,garlic,pesto pasta
1726,Witch,Yes,350.0,F,165.0,20.0,4.0,garlic,lasagna
7881,Witch,Yes,494.0,M,175.0,41.0,5.0,garlic,pesto pasta
1167,Ghost,No,395.0,M,163.0,12.0,3.0,hazelnut,lasagna
2261,Witch,Yes,1.0,M,193.0,14.0,4.0,pumpkin,humans
8397,Werewolf,Yes,874.0,F,168.0,36.0,3.0,garlic,humans
1946,Vampire,No,73.0,M,197.0,16.0,3.0,garlic,humans
5818,Witch,No,235.0,M,152.0,46.0,6.0,silver,rats
9645,Zombie,No,702.0,M,193.0,18.0,2.0,hazelnut,lasagna
1070,Vampire,No,799.0,F,180.0,30.0,10.0,garlic,lasagna
9310,zombie,Yes,693.0,F,195.0,33.0,5.0,silver,humans
9120,Zombie,No,211.0,F,158.0,100.0,4.0,garlic,lasagna
1979,Skeleton,Yes,579.0,F,176.0,21.0,4.0,hazelnut,brain
986,Vampire,No,96.0,M,170.0,10.0,6.0,pumpkin,lasagna
7213,Vampire,No,176.0,F,182.0,14.0,5.0,garlic,lasagna
8813,Skeleton,Yes,121.0,M,174.0,58.0,6.0,cat hair,pesto pasta
4275,Vampire,Yes,74.0,F,193.0,32.0,7.0,silver,pesto pasta
632,Ghost,Yes,103.0,M,162.0,63.0,8.0,silver,lasagna
3696,Skeleton,Yes,403.0,F,184.0,21.0,3.0,hazelnut,rats
5128,Werewolf,No,218.0,F,164.0,15.0,9.0,hazelnut,humans
8549,Werewolf,No,1045.0,M,185.0,31.0,9.0,sunlight,brain
537,Vampire,No,102.0,M,163.0,13.0,4.0,cat hair,brain
5188,Zombie,No,166.0,M,171.0,68.0,7.0,silver,lasagna
9173,Vampire,Yes,1717.0,M,192.0,39.0,3.0,silver,rats
6979,Witch,Yes,536.0,M,195.0,49.0,6.0,silver,lasagna
2183,,No,447.0,M,162.0,35.0,3.0,garlic,pesto pasta
6927,Skeleton,Yes,540.0,M,189.0,39.0,7.0,garlic,lasagna
4413,Ghost,Yes,664.0,M,193.0,42.0,3.0,silver,brain
9371,Zombie,Yes,132.0,f,178.0,100.0,7.0,cat hair,brain
4502,Ghost,No,163.0,F,159.0,43.0,7.0,silver,pesto pasta
3855,Skeleton,No,1.0,M,188.0,17.0,6.0,silver,lasagna
9454,Witch,Yes,160.0,M,196.0,20.0,5.0,cat hair,pesto pasta
975,Witch,NO,274.0,M,164.0,18.0,1.0,hazelnut,rats
4354,Witch,No,733.0,M,165.0,51.0,9.0,sunlight,humans
2788,Werewolf,Yes,81.0,M,164.0,21.0,7.0,cat hair,brain
8421,Ghost,Yes,247.0,M,194.0,33.0,7.0,sunlight,humans
4512,Witch,No,151.0,F,184.0,57.0,7.0,cat hair,rats
96,Skeleton,Yes,1.0,M,165.0,28.0,7.0,silver,pesto pasta
7257,Ghost,No,16.0,M,178.0,13.0,8.0,sunlight,pesto pasta
5285,Skeleton,No,152.0,M,174.0,84.0,7.0,hazelnut,rats
9824,zombie,Yes,265.0,M,161.0,41.0,7.0,sunlight,humans
6223,Vampire,No,702.0,M,156.0,5.0,8.0,garlic,rats
662,Vampire,no,887.0,F,193.0,72.0,2.0,sunlight,humans
6004,Skeleton,No,1.0,F,194.0,25.0,10.0,silver,rats
7361,Zombie,Yes,1239.0,F,194.0,51.0,3.0,silver,pesto pasta
6490,Zombie,No,92.0,M,150.0,96.0,4.0,hazelnut,pesto pasta
7440,Werewolf,No,46.0,M,183.0,6.0,5.0,cat hair,brain
198,Witch,No,535.0,M,178.0,19.0,10.0,silver,pesto pasta
7918,Skeleton,No,64.0,F,196.0,77.0,6.0,silver,humans
5522,Werewolf,No,478.0,M,154.0,4.0,2.0,hazelnut,pesto pasta
6266,Vampire,Yes,1381.0,F,153.0,45.0,4.0,pumpkin,humans
6450,Zombie,No,3167.0,M,187.0,68.0,1.0,sunlight,rats
2086,Zombie,No,85.0,F,182.0,18.0,5.0,silver,rats
6772,Vampire,Yes,573.0,M,181.0,56.0,8.0,sunlight,pesto pasta
7280,Vampire,Yes,2.0,F,195.0,15.0,5.0,garlic,pesto pasta
336,Witch,Yes,251.0,F,190.0,50.0,3.0,silver,lasagna
6385,Werewolf,No,4.0,F,155.0,27.0,3.0,cat hair,rats
7345,Werewolf,No,248.0,F,154.0,30.0,4.0,hazelnut,humans
2998,Ghost,Yes,51.0,M,166.0,12.0,4.0,garlic,brain
8265,Werewolf,Yes,840.0,F,150.0,33.0,6.0,hazelnut,humans
9594,Skeleton,Yes,212.0,F,169.0,19.0,5.0,hazelnut,brain
7704,Vampire,Yes,576.0,M,169.0,45.0,7.0,sunlight,humans
2087,Vampire,Yes,504.0,M,153.0,44.0,7.0,garlic,brain
5258,Werewolf,Yes,64.0,F,186.0,65.0,7.0,hazelnut,rats
3927,Zombie,Yes,652.0,F,191.0,16.0,1.0,silver,lasagna
9269,Witch,Yes,115.0,F,153.0,18.0,4.0,pumpkin,humans
9548,Zombie,Yes,117.0,M,176.0,63.0,6.0,hazelnut,lasagna
6750,Witch,No,266.0,F,180.0,14.0,5.0,hazelnut,pesto pasta
7247,Werewolf,Yes,99.0,F,195.0,7.0,2.0,sunlight,lasagna
672,Witch,No,2206.0,M,185.0,47.0,1.0,sunlight,brain
7443,Ghost,No,369.0,F,187.0,25.0,3.0,hazelnut,pesto pasta
